RID,START,DATETIME.UTC,DURATION,consent,Consent_2,Q1Age,Q2Gender,Q3Country,Q4Urban,Q5Ethnicity,Q8Postcode,Q6Occupation,Q7Income,Q9Insect_Word1,Q9Insect_Word2,Q9Insect_Word3,Q10Insect_Species1,Q10Insect_Species2,Q10Insect_Species3,BackgroundInfo_Check,Q11OpinionOnInsectPopulations_1,Q11OpinionOnInsectPopulations_2,Q12InsectIDQuiz_1,Q12InsectIDQuiz_2,Q12InsectIDQuiz_3,Q12InsectIDQuiz_4,Q12InsectIDQuiz_5,Q12InsectIDQuiz_6,Q12InsectIDQuiz_DV_1,Q12InsectIDQuiz_DV_2,Q12InsectIDQuiz_DV_3,Q12InsectIDQuiz_DV_4,Q12InsectIDQuiz_DV_5,Q12InsectIDQuiz_DV_6,Q12InsectIDQuizFollowUp_1,Q12InsectIDQuizFollowUp_2,CE_Task_Insect_Check_1,CE_Task_Plan_Check_1,CE_Task_A1_Check_1,CE_Task_A2_Check_1,CE_Task_A3_Check_1,CE_Task_A4_Check_1,CE_Task_A5_Check_1,CE_ConfirmYouHaveReadDescs,CE_TasksConsequentiality_1,CE_TasksConsequentiality_2,BidVectorElicitation_Randomiser,QX_BidVector_Beetles,CE_BlockAllocator,design_offset,QX_BidVector_Bees,QX_BidVector_Wasps,CE_1_DV,CE_2_DV,CE_3_DV,CE_4_DV,CE_5_DV,CE_6_DV,CE_7_DV,CE_8_DV,CE_9_DV,Q29CEProtest_Statements,Q29CEProtest_Other,CE_Debrief_Easy,CE_Debrief_Certain,CE_Debrief_Confident,CE_ANA_1,CE_ANA_2,CE_ANA_3,CE_ANA_4,CE_ANA_5,Biowell_Beetle1_Item1_Relaxed,Biowell_Beetle1_Item2_Joy,Biowell_Beetle1_Item3_Clear,Biowell_Beetle1_Item4_Open,Biowell_Beetle1_Item5_Connect,Biowell_Bee1_Item1_Relaxed,Biowell_Bee1_Item2_Joy,Biowell_Bee1_Item3_Clear,Biowell_Bee1_Item4_Open,Biowell_Bee1_Item5_Connect,Biowell_Wasp1_Item1_Relaxed,Biowell_Wasp1_Item2_Joy,Biowell_Wasp1_Item3_Clear,Biowell_Wasp1_Item4_Open,Biowell_Wasp1_Item5_Connect,Biowell_Beetle2_Item1_Relaxed,Biowell_Beetle2_Item2_Joy,Biowell_Beetle2_Item3_Clear,Biowell_Beetle2_Item4_Open,Biowell_Beetle2_Item5_Connect,Biowell_Bee2_Item1_Relaxed,Biowell_Bee2_Item2_Joy,Biowell_Bee2_Item3_Clear,Biowell_Bee2_Item4_Open,Biowell_Bee2_Item5_Connect,Biowell_Wasp2_Item1_Relaxed,Biowell_Wasp2_Item2_Joy,Biowell_Wasp2_Item3_Clear,Biowell_Wasp2_Item4_Open,Biowell_Wasp2_Item5_Connect,Biowell_Beetle3_Item1_Relaxed,Biowell_Beetle3_Item2_Joy,Biowell_Beetle3_Item3_Clear,Biowell_Beetle3_Item4_Open,Biowell_Beetle3_Item5_Connect,Biowell_Bee3_Item1_Relaxed,Biowell_Bee3_Item2_Joy,Biowell_Bee3_Item3_Clear,Biowell_Bee3_Item4_Open,Biowell_Bee3_Item5_Connect,Biowell_Wasp3_Item1_Relaxed,Biowell_Wasp3_Item2_Joy,Biowell_Wasp3_Item3_Clear,Biowell_Wasp3_Item4_Open,Biowell_Wasp3_Item5_Connect,Biowell_Debrief_Easy,Biowell_Debrief_Certain,Sliding_Beetles_Encounter,Sliding_Beetles_Ecology,Sliding_Beetles_Conserved,Sliding_Beetles_Important,Sliding_Bees_Encounter,Sliding_Bees_Conserved,Sliding_Bees_Ecology,Sliding_Bees_Important,Sliding_Wasps_Encounter,Sliding_Wasps_Conserved,Sliding_Wasps_Ecology,Sliding_Wasps_Important,Visit_Child,Visit_Teen,Visit_Adult,Q41_FreqOfVisitGreenSpace_1,Q41_FreqOfVisitBlueSpace_1,Q41_WalkTimeToGreenSpace,Q41_WalkTimeToBlueSpace,Q42_Charity,Q43_Citizen,Q44_Sight,Q45_Garden,Q46_Farm,Q47_Fish,Q48_Education,QDiscounting_1,QDiscounting_2,QDiscounting_3,QDiscounting_4,QDiscounting_5,QDiscounting_6,QDiscounting_7,QDiscounting_8,QDiscounting_9,QDiscounting_10,Pretest_AnyDifficultQuestions,Pretest_SliderOrLikert,Q50_Understanding,FurtherComments,SurveyCompletionTime,Speeders_Survey_Threshold,Slowers_Survey_Threshold,Speeders_Survey_TestDummy,Slowers_Survey_TestDummy,Valuation_Start,Valuation_Finish,Valuation_CompletionTime,Speeders_Valuation_Threshold,Slowers_Valuation_Threshold,Speeders_Valuation_TestDummy,Slowers_Valuation_TestDummy,ClassDummy,EmployDummy_Retired,EmployDummy_Employed,IncomeMidpoints,Income_MissingDummy,AgeGroup,Dummy_HighEducation,Age_1829Dummy,Age_3044Dummy,Age_4560Dummy,Age_60Dummy,AgeGroup_Numeric,IncomeMidpoints_PlusMissing,Q12InsectIDQuiz_DV_1_Dummy,Q12InsectIDQuiz_DV_2_Dummy,Q12InsectIDQuiz_DV_3_Dummy,Q12InsectIDQuiz_DV_4_Dummy,Q12InsectIDQuiz_DV_5_Dummy,Q12InsectIDQuiz_DV_6_Dummy,Q12InsectIDQuiz_Score,Q12InsectIDQuiz_DV_6_ScoreScaled,CE_TasksConsequentiality_1_Scaled,CE_TasksConsequentiality_2_Scaled,QX_BidVector_All,CE_ANA_None,CE_ANA_All,first_switch_task,always_chose_two,DiscountRate,DiscountRate_Transform,DiscountRate_Scaled,DESIGN_ROW,Task,SEQ,Choice,Insect_PlanA,Encounter_PlanA,Existence_PlanA,Bequest_PlanA,Tax_PlanA,Insect_PlanB,Encounter_PlanB,Existence_PlanB,Bequest_PlanB,Tax_PlanB,Insect_PlanC,Encounter_PlanC,Existence_PlanC,Bequest_PlanC,Tax_PlanC,av_PlanA,av_PlanB,av_PlanC,ID,Respondent,Insect_PlanA_Words,Insect_PlanB_Words,Insect_PlanC_Words,Encounter_PlanA_Values,Encounter_PlanB_Values,Encounter_PlanC_Values,Existence_PlanA_Values,Existence_PlanB_Values,Existence_PlanC_Values,Bequest_PlanA_Values,Bequest_PlanB_Values,Bequest_PlanC_Values,Tax_PlanA_Values,Tax_PlanB_Values,Tax_PlanC_Values,SerialSQ
461,1725898359.31768,2024-09-09T18:12:39.318Z,633.546,1,,63,1,1,2,1,WS10,4,4,Creepy,Crawly,Legs,Beetle,Centipede,Spider,1,4,4,3,3,3,3,2,3,Beetle: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Beetle: correct,4,4,2,2,2,2,2,2,2,1,4,4,1,20,2,-2,,,1,2,1,1,1,1,1,2,2,,,50,56,60,1,1,1,1,1,50,57,50,50,50,50,54,56,52,60,55,35,60,67,67,59,60,54,57,57,50,48,56,56,53,53,62,61,60,62,55,55,57,59,47,50,41,40,35,44,49,64,71,49,58,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,No,2,100,No,633.546,426.91608,1316.32458,1,1,180.666375160217,323.562658071518,142.896282911301,103.828797798157,320.138793210983,1,1,0,0,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,1,1,1,4,66.67,1,1,20,0,1,1,TRUE,0,Low,0,3,5,5,1,2,1,2,1,1,2,2,1,2,5,2,1,1,1,1,1,1,1,192,22,Bees,Bees,Bees,15,30,0,30,15,0,15,30,0,2.5,40,0,0
461,1725898359.31768,2024-09-09T18:12:39.318Z,633.546,1,,63,1,1,2,1,WS10,4,4,Creepy,Crawly,Legs,Beetle,Centipede,Spider,1,4,4,3,3,3,3,2,3,Beetle: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Beetle: correct,4,4,2,2,2,2,2,2,2,1,4,4,1,20,2,-2,,,1,2,1,1,1,1,1,2,2,,,50,56,60,1,1,1,1,1,50,57,50,50,50,50,54,56,52,60,55,35,60,67,67,59,60,54,57,57,50,48,56,56,53,53,62,61,60,62,55,55,57,59,47,50,41,40,35,44,49,64,71,49,58,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,No,2,100,No,633.546,426.91608,1316.32458,1,1,180.666375160217,323.562658071518,142.896282911301,103.828797798157,320.138793210983,1,1,0,0,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,1,1,1,4,66.67,1,1,20,0,1,1,TRUE,0,Low,0,2,4,4,1,3,2,1,2,1,3,1,2,1,5,3,1,1,1,1,1,1,1,193,22,Beetles,Beetles,Beetles,30,15,0,15,30,0,30,15,0,2.5,40,0,0
461,1725898359.31768,2024-09-09T18:12:39.318Z,633.546,1,,63,1,1,2,1,WS10,4,4,Creepy,Crawly,Legs,Beetle,Centipede,Spider,1,4,4,3,3,3,3,2,3,Beetle: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Beetle: correct,4,4,2,2,2,2,2,2,2,1,4,4,1,20,2,-2,,,1,2,1,1,1,1,1,2,2,,,50,56,60,1,1,1,1,1,50,57,50,50,50,50,54,56,52,60,55,35,60,67,67,59,60,54,57,57,50,48,56,56,53,53,62,61,60,62,55,55,57,59,47,50,41,40,35,44,49,64,71,49,58,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,No,2,100,No,633.546,426.91608,1316.32458,1,1,180.666375160217,323.562658071518,142.896282911301,103.828797798157,320.138793210983,1,1,0,0,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,1,1,1,4,66.67,1,1,20,0,1,1,TRUE,0,Low,0,1,3,3,1,1,2,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,194,22,Wasps,Wasps,Wasps,30,15,0,30,15,0,30,15,0,20,10,0,0
461,1725898359.31768,2024-09-09T18:12:39.318Z,633.546,1,,63,1,1,2,1,WS10,4,4,Creepy,Crawly,Legs,Beetle,Centipede,Spider,1,4,4,3,3,3,3,2,3,Beetle: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Beetle: correct,4,4,2,2,2,2,2,2,2,1,4,4,1,20,2,-2,,,1,2,1,1,1,1,1,2,2,,,50,56,60,1,1,1,1,1,50,57,50,50,50,50,54,56,52,60,55,35,60,67,67,59,60,54,57,57,50,48,56,56,53,53,62,61,60,62,55,55,57,59,47,50,41,40,35,44,49,64,71,49,58,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,No,2,100,No,633.546,426.91608,1316.32458,1,1,180.666375160217,323.562658071518,142.896282911301,103.828797798157,320.138793210983,1,1,0,0,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,1,1,1,4,66.67,1,1,20,0,1,1,TRUE,0,Low,0,14,2,2,2,2,2,2,1,6,2,1,1,2,3,2,1,1,1,1,1,1,1,195,22,Bees,Bees,Bees,30,15,0,30,15,0,15,30,0,80,10,0,0
461,1725898359.31768,2024-09-09T18:12:39.318Z,633.546,1,,63,1,1,2,1,WS10,4,4,Creepy,Crawly,Legs,Beetle,Centipede,Spider,1,4,4,3,3,3,3,2,3,Beetle: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Beetle: correct,4,4,2,2,2,2,2,2,2,1,4,4,1,20,2,-2,,,1,2,1,1,1,1,1,2,2,,,50,56,60,1,1,1,1,1,50,57,50,50,50,50,54,56,52,60,55,35,60,67,67,59,60,54,57,57,50,48,56,56,53,53,62,61,60,62,55,55,57,59,47,50,41,40,35,44,49,64,71,49,58,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,No,2,100,No,633.546,426.91608,1316.32458,1,1,180.666375160217,323.562658071518,142.896282911301,103.828797798157,320.138793210983,1,1,0,0,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,1,1,1,4,66.67,1,1,20,0,1,1,TRUE,0,Low,0,5,7,7,1,2,1,1,1,3,2,2,2,2,6,2,1,1,1,1,1,1,1,196,22,Bees,Bees,Bees,15,30,0,15,30,0,15,30,0,10,80,0,0
461,1725898359.31768,2024-09-09T18:12:39.318Z,633.546,1,,63,1,1,2,1,WS10,4,4,Creepy,Crawly,Legs,Beetle,Centipede,Spider,1,4,4,3,3,3,3,2,3,Beetle: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Beetle: correct,4,4,2,2,2,2,2,2,2,1,4,4,1,20,2,-2,,,1,2,1,1,1,1,1,2,2,,,50,56,60,1,1,1,1,1,50,57,50,50,50,50,54,56,52,60,55,35,60,67,67,59,60,54,57,57,50,48,56,56,53,53,62,61,60,62,55,55,57,59,47,50,41,40,35,44,49,64,71,49,58,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,No,2,100,No,633.546,426.91608,1316.32458,1,1,180.666375160217,323.562658071518,142.896282911301,103.828797798157,320.138793210983,1,1,0,0,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,1,1,1,4,66.67,1,1,20,0,1,1,TRUE,0,Low,0,7,9,9,2,1,1,2,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,197,22,Wasps,Wasps,Wasps,15,30,0,30,15,0,30,15,0,20,5,0,0
461,1725898359.31768,2024-09-09T18:12:39.318Z,633.546,1,,63,1,1,2,1,WS10,4,4,Creepy,Crawly,Legs,Beetle,Centipede,Spider,1,4,4,3,3,3,3,2,3,Beetle: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Beetle: correct,4,4,2,2,2,2,2,2,2,1,4,4,1,20,2,-2,,,1,2,1,1,1,1,1,2,2,,,50,56,60,1,1,1,1,1,50,57,50,50,50,50,54,56,52,60,55,35,60,67,67,59,60,54,57,57,50,48,56,56,53,53,62,61,60,62,55,55,57,59,47,50,41,40,35,44,49,64,71,49,58,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,No,2,100,No,633.546,426.91608,1316.32458,1,1,180.666375160217,323.562658071518,142.896282911301,103.828797798157,320.138793210983,1,1,0,0,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,1,1,1,4,66.67,1,1,20,0,1,1,TRUE,0,Low,0,6,8,8,2,2,2,2,1,6,2,1,1,2,1,2,1,1,1,1,1,1,1,198,22,Bees,Bees,Bees,30,15,0,30,15,0,15,30,0,80,2.5,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,1,1,1,3,1,2,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,199,23,Wasps,Wasps,Wasps,30,15,0,30,15,0,30,15,0,20,10,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,6,6,6,2,2,2,2,1,6,2,1,1,2,1,2,1,1,1,1,1,1,1,200,23,Bees,Bees,Bees,30,15,0,30,15,0,15,30,0,80,2.5,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,5,5,5,3,2,1,1,1,3,2,2,2,2,6,2,1,1,1,1,1,1,1,201,23,Bees,Bees,Bees,15,30,0,15,30,0,15,30,0,10,80,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,4,4,4,3,3,2,2,1,2,3,1,1,2,6,3,1,1,1,1,1,1,1,202,23,Beetles,Beetles,Beetles,30,15,0,30,15,0,15,30,0,5,80,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,3,3,3,3,2,1,2,1,1,2,2,1,2,5,2,1,1,1,1,1,1,1,203,23,Bees,Bees,Bees,15,30,0,30,15,0,15,30,0,2.5,40,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,2,2,2,3,3,2,1,2,1,3,1,2,1,5,3,1,1,1,1,1,1,1,204,23,Beetles,Beetles,Beetles,30,15,0,15,30,0,30,15,0,2.5,40,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,7,7,7,3,1,1,2,2,4,1,2,1,1,2,1,1,1,1,1,1,1,1,205,23,Wasps,Wasps,Wasps,15,30,0,30,15,0,30,15,0,20,5,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,9,9,9,3,1,1,1,2,2,1,2,2,1,5,1,1,1,1,1,1,1,1,206,23,Wasps,Wasps,Wasps,15,30,0,15,30,0,30,15,0,5,40,0,0
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1,1,TRUE,0,Low,0,8,8,8,2,3,2,1,2,5,3,1,2,1,1,3,1,1,1,1,1,1,1,207,23,Beetles,Beetles,Beetles,30,15,0,15,30,0,30,15,0,40,2.5,0,0
463,1725898380.08964,2024-09-09T18:13:00.090Z,684.598,1,,20,2,2,2,15,AB24,9,6,Legs,Tiny,Weird,Any,Caterpilla,Stick,1,2,4,1,5,1,3,2,4,Ant: incorrect,I don’t know: incorrect,Ant: incorrect,Beetle: correct,Bee: correct,Wasp: incorrect,4,2,2,2,1,3,1,2,2,1,4,5,2,,,,100,,3,3,1,1,1,2,2,2,1,,,76,85,72,1,2,2,2,1,84,42,30,68,37,74,32,71,78,18,19,32,68,36,61,77,34,58,74,37,64,35,71,37,66,82,36,18,58,39,71,36,81,71,36,80,37,70,71,42,84,25,44,67,65,70,88,74,58,87,63,68,89,71,73,87,65,88,69,85,64,38,3,2,2,4,1,1,2,1,2,2,4,1,2,2,1,2,2,2,1,1,1,Easy questions,1,85,Nothing to say,684.598,426.91608,1316.32458,1,1,181.18721818924,448.90224313736,267.71502494812,103.828797798157,320.138793210983,1,1,1,0,1,3250.5,0,18-29,0,1,0,0,0,23.5,3250.5,0,0,0,1,1,0,2,33.33,1,0,100,0,0,2,FALSE,396.48,High,0.0000306619559937331,1,1,1,3,1,2,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,208,24,Wasps,Wasps,Wasps,30,15,0,30,15,0,30,15,0,20,10,0,0
