RID,START,DATETIME.UTC,DURATION,consent,Consent_2,Q1Age,Q2Gender,Q3Country,Q4Urban,Q5Ethnicity,Q8Postcode,Q6Occupation,Q7Income,Q9Insect_Word1,Q9Insect_Word2,Q9Insect_Word3,Q10Insect_Species1,Q10Insect_Species2,Q10Insect_Species3,BackgroundInfo_Check,Q11OpinionOnInsectPopulations_1,Q11OpinionOnInsectPopulations_2,Q12InsectIDQuiz_1,Q12InsectIDQuiz_2,Q12InsectIDQuiz_3,Q12InsectIDQuiz_4,Q12InsectIDQuiz_5,Q12InsectIDQuiz_6,Q12InsectIDQuiz_DV_1,Q12InsectIDQuiz_DV_2,Q12InsectIDQuiz_DV_3,Q12InsectIDQuiz_DV_4,Q12InsectIDQuiz_DV_5,Q12InsectIDQuiz_DV_6,Q12InsectIDQuizFollowUp_1,Q12InsectIDQuizFollowUp_2,CE_Task_Insect_Check_1,CE_Task_Plan_Check_1,CE_Task_A1_Check_1,CE_Task_A2_Check_1,CE_Task_A3_Check_1,CE_Task_A4_Check_1,CE_Task_A5_Check_1,CE_ConfirmYouHaveReadDescs,CE_TasksConsequentiality_1,CE_TasksConsequentiality_2,BidVectorElicitation_Randomiser,QX_BidVector_Beetles,CE_BlockAllocator,design_offset,QX_BidVector_Bees,QX_BidVector_Wasps,CE_1_DV,CE_2_DV,CE_3_DV,CE_4_DV,CE_5_DV,CE_6_DV,CE_7_DV,CE_8_DV,CE_9_DV,Q29CEProtest_Statements,Q29CEProtest_Other,CE_Debrief_Easy,CE_Debrief_Certain,CE_Debrief_Confident,CE_ANA_1,CE_ANA_2,CE_ANA_3,CE_ANA_4,CE_ANA_5,Biowell_Beetle1_Item1_Relaxed,Biowell_Beetle1_Item2_Joy,Biowell_Beetle1_Item3_Clear,Biowell_Beetle1_Item4_Open,Biowell_Beetle1_Item5_Connect,Biowell_Bee1_Item1_Relaxed,Biowell_Bee1_Item2_Joy,Biowell_Bee1_Item3_Clear,Biowell_Bee1_Item4_Open,Biowell_Bee1_Item5_Connect,Biowell_Wasp1_Item1_Relaxed,Biowell_Wasp1_Item2_Joy,Biowell_Wasp1_Item3_Clear,Biowell_Wasp1_Item4_Open,Biowell_Wasp1_Item5_Connect,Biowell_Beetle2_Item1_Relaxed,Biowell_Beetle2_Item2_Joy,Biowell_Beetle2_Item3_Clear,Biowell_Beetle2_Item4_Open,Biowell_Beetle2_Item5_Connect,Biowell_Bee2_Item1_Relaxed,Biowell_Bee2_Item2_Joy,Biowell_Bee2_Item3_Clear,Biowell_Bee2_Item4_Open,Biowell_Bee2_Item5_Connect,Biowell_Wasp2_Item1_Relaxed,Biowell_Wasp2_Item2_Joy,Biowell_Wasp2_Item3_Clear,Biowell_Wasp2_Item4_Open,Biowell_Wasp2_Item5_Connect,Biowell_Beetle3_Item1_Relaxed,Biowell_Beetle3_Item2_Joy,Biowell_Beetle3_Item3_Clear,Biowell_Beetle3_Item4_Open,Biowell_Beetle3_Item5_Connect,Biowell_Bee3_Item1_Relaxed,Biowell_Bee3_Item2_Joy,Biowell_Bee3_Item3_Clear,Biowell_Bee3_Item4_Open,Biowell_Bee3_Item5_Connect,Biowell_Wasp3_Item1_Relaxed,Biowell_Wasp3_Item2_Joy,Biowell_Wasp3_Item3_Clear,Biowell_Wasp3_Item4_Open,Biowell_Wasp3_Item5_Connect,Biowell_Debrief_Easy,Biowell_Debrief_Certain,Sliding_Beetles_Encounter,Sliding_Beetles_Ecology,Sliding_Beetles_Conserved,Sliding_Beetles_Important,Sliding_Bees_Encounter,Sliding_Bees_Conserved,Sliding_Bees_Ecology,Sliding_Bees_Important,Sliding_Wasps_Encounter,Sliding_Wasps_Conserved,Sliding_Wasps_Ecology,Sliding_Wasps_Important,Visit_Child,Visit_Teen,Visit_Adult,Q41_FreqOfVisitGreenSpace_1,Q41_FreqOfVisitBlueSpace_1,Q41_WalkTimeToGreenSpace,Q41_WalkTimeToBlueSpace,Q42_Charity,Q43_Citizen,Q44_Sight,Q45_Garden,Q46_Farm,Q47_Fish,Q48_Education,QDiscounting_1,QDiscounting_2,QDiscounting_3,QDiscounting_4,QDiscounting_5,QDiscounting_6,QDiscounting_7,QDiscounting_8,QDiscounting_9,QDiscounting_10,Pretest_AnyDifficultQuestions,Pretest_SliderOrLikert,Q50_Understanding,FurtherComments,SurveyCompletionTime,Speeders_Survey_Threshold,Slowers_Survey_Threshold,Speeders_Survey_TestDummy,Slowers_Survey_TestDummy,Valuation_Start,Valuation_Finish,Valuation_CompletionTime,Speeders_Valuation_Threshold,Slowers_Valuation_Threshold,Speeders_Valuation_TestDummy,Slowers_Valuation_TestDummy,ClassDummy,EmployDummy_Retired,EmployDummy_Employed,IncomeMidpoints,Income_MissingDummy,AgeGroup,Dummy_HighEducation,Age_1829Dummy,Age_3044Dummy,Age_4560Dummy,Age_60Dummy,AgeGroup_Numeric,IncomeMidpoints_PlusMissing,Q12InsectIDQuiz_DV_1_Dummy,Q12InsectIDQuiz_DV_2_Dummy,Q12InsectIDQuiz_DV_3_Dummy,Q12InsectIDQuiz_DV_4_Dummy,Q12InsectIDQuiz_DV_5_Dummy,Q12InsectIDQuiz_DV_6_Dummy,Q12InsectIDQuiz_Score,Q12InsectIDQuiz_DV_6_ScoreScaled,CE_TasksConsequentiality_1_Scaled,CE_TasksConsequentiality_2_Scaled,QX_BidVector_All,CE_ANA_None,CE_ANA_All
456,1725898249.50541,2024-09-09T18:10:49.505Z,1039.643,1,,56,2,1,2,1,WR5,8,4,legs,wings,sting,spider,wasp,bee,1,4,4,1,4,3,3,2,2,Ant: incorrect,Wasp: correct,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,2,4,2,2,2,2,2,2,2,1,4,4,1,5,1,-2,,,1,2,3,1,1,1,3,2,2,,,56,58,56,2,2,2,2,1,46,47,47,48,46,47,47,47,47,47,52,53,53,53,54,48,47,47,47,48,48,48,48,47,47,52,53,55,55,55,47,46,47,47,46,48,48,47,48,47,51,53,54,54,55,52,52,55,54,56,57,54,55,54,55,54,54,53,54,59,57,59,7,5,1,3,2,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,N.a,2,85,N.a,1039.643,426.91608,1316.32458,1,1,265.306378126144,591.055334091187,325.748955965043,103.828797798157,320.138793210983,1,0,1,0,1,2250.5,0,45-60,0,0,0,1,0,52.5,2250.5,0,1,1,1,1,1,5,83.33,1,1,5,0,0
452,1725897945.00098,2024-09-09T18:05:45.001Z,1346.073,1,,44,1,1,2,4,SE13,1,9,Ecosystem,Buzzing,Life,Fly,Bee,Ladybird,1,5,5,5,5,3,3,2,4,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,2,2,2,2,2,2,2,2,2,1,4,4,1,5,2,-2,,,1,2,2,1,2,1,2,1,2,,,81,82,70,1,1,1,1,1,73,57,57,40,39,23,29,31,18,13,87,67,59,50,35,38,45,44,41,38,16,14,40,26,17,95,58,38,39,30,28,29,34,38,28,11,15,23,19,9,74,46,44,41,19,83,82,39,60,65,76,84,100,100,100,38,64,64,76,82,69,61,6,3,2,4,2,2,2,1,2,2,4,2,2,2,2,1,2,1,2,1,2,No,1,91,"Very different and interesting survey, thanks!",1346.073,426.91608,1316.32458,1,0,197.184405088425,914.53439116478,717.349986076355,103.828797798157,320.138793210983,1,0,0,0,0,6001,0,30-44,0,0,1,0,0,37,6001,0,0,1,1,1,0,3,50,1,1,5,0,1
442,1725897884.18598,2024-09-09T18:04:44.186Z,1461.971,1,,34,2,1,2,1,M7,7,5,Bug,Fly,Ant,Ant,Fly,Spider,1,5,4,1,4,3,3,2,4,Ant: incorrect,Wasp: correct,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,4,2,2,2,2,2,2,2,1,5,4,2,,,,10,,2,1,1,1,1,2,2,2,1,,,99,95,85,2,1,1,1,1,66,64,26,50,48,83,68,50,50,60,73,32,33,29,33,34,50,27,50,31,32,14,27,29,23,68,60,36,34,32,28,27,26,23,22,13,30,29,32,34,50,50,28,25,27,82,98,13,23,50,62,50,100,100,90,28,70,29,50,99,100,73,6,4,2,3,2,2,2,2,2,2,5,1,1,1,1,1,2,2,2,2,2,No,1,63,N/a,1461.971,426.91608,1316.32458,1,0,173.957171916962,655.591591835022,481.63441991806,103.828797798157,320.138793210983,1,0,1,0,1,2750.5,0,30-44,1,0,1,0,0,37,2750.5,0,1,1,1,1,0,4,66.67,0,1,10,0,0
451,1725897921.56951,2024-09-09T18:05:21.570Z,1462.5,1,,26,1,1,2,15,DA8,7,3,Little,Creeping,Nature,Spider,Ants,Ladybug,1,4,3,5,1,5,3,2,4,I don’t know: incorrect,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Bee: correct,Wasp: incorrect,4,3,2,3,1,4,3,2,2,1,4,3,3,,,,,70,2,1,2,3,1,2,1,2,3,,,31,92,69,1,1,1,1,2,51,71,82,39,57,93,46,65,82,77,90,93,71,40,75,56,69,85,74,60,57,64,35,32,25,54,90,74,59,40,50,50,57,65,63,98,67,74,72,65,100,61,89,28,9,52,100,23,81,63,65,46,100,100,100,64,34,100,69,61,48,78,6,4,2,3,1,2,1,1,2,2,5,1,1,1,1,2,2,2,2,2,2,No not really,1,100,I love contribution about the insect,1462.5,426.91608,1316.32458,1,0,290.953509092331,654.407149076462,363.453639984131,103.828797798157,320.138793210983,1,0,1,0,1,1750.5,0,18-29,1,1,0,0,0,23.5,1750.5,0,0,0,1,1,0,2,33.33,1,2,70,0,0
445,1725897887.40666,2024-09-09T18:04:47.407Z,1513.463,1,,76,2,1,2,1,ch60,3,4,Stinging,Annoying,Ugly,Ant,Locust,Moth,1,5,4,1,4,3,5,2,5,Ant: incorrect,Wasp: correct,Beetle: correct,I don’t know: incorrect,Bee: correct,I don’t know: incorrect,4,4,2,2,2,2,2,2,2,1,3,4,2,,,,2,,2,3,3,3,3,3,3,3,3,,,35,66,14,2,1,2,1,1,84,80,53,61,80,92,86,63,45,62,99,93,54,43,64,73,73,54,44,63,66,58,53,43,60,90,88,52,45,63,80,78,53,45,65,72,72,53,46,63,77,77,52,43,65,36,65,35,36,56,62,59,69,73,59,37,59,56,64,88,87,79,2,1,6,6,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,I don't think so.,1,86,none,1513.463,426.91608,1316.32458,1,0,320.454011917114,854.322028875351,533.868016958237,103.828797798157,320.138793210983,1,0,0,1,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,1,1,0,1,0,3,50,2,1,2,0,0
478,1725898501.49844,2024-09-09T18:15:01.498Z,1035.714,1,,71,1,1,2,1,PO33,3,2,Butterfly,Dragonfly,Spider,Ladybird,Moth,Stag beetl,1,5,5,1,4,3,3,2,4,Ant: incorrect,Wasp: correct,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,4,1,1,1,1,1,1,1,1,5,5,2,,,,5,,3,1,1,1,1,2,2,2,1,,,53,50,73,1,1,1,1,1,4,6,23,42,5,37,10,36,37,7,87,56,58,58,40,2,4,25,32,11,20,2,30,40,6,56,65,57,55,40,8,7,37,41,9,3,4,19,22,3,52,53,54,54,39,42,60,97,83,97,98,84,99,98,98,68,59,37,44,95,97,96,7,6,2,3,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,No,2,78,No comments,1035.714,426.91608,1316.32458,1,1,288.141448974609,597.430399894714,309.288950920105,103.828797798157,320.138793210983,1,1,0,1,0,1250.5,0,60+,0,0,0,0,1,60,1250.5,0,1,1,1,1,0,4,66.67,0,0,5,0,1
426,1725897862.15079,2024-09-09T18:04:22.151Z,1804.313,1,,43,2,1,2,7,S6,9,7,Delicate,Precious,Valuable,Ant,Beetle,Spider,1,5,5,1,3,3,3,4,4,Ant: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Wasp: incorrect,Wasp: incorrect,5,3,2,2,2,2,2,2,2,1,4,5,2,,,,10,,2,1,1,1,1,2,2,2,1,,,81,96,93,1,1,1,1,1,11,0,15,14,0,6,7,12,13,0,7,2,10,12,0,0,0,16,12,0,11,0,13,15,0,9,0,12,11,0,12,0,14,12,0,7,0,14,13,0,11,0,12,13,0,87,94,54,60,100,100,66,100,79,100,71,100,70,100,85,80,70,5,3,2,3,2,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,None,2,82,Everything was fine.,1804.313,426.91608,1316.32458,1,0,333.649907112122,1287.28331708908,953.633409976958,103.828797798157,320.138793210983,1,0,1,0,1,3750.5,0,30-44,1,0,1,0,0,37,3750.5,0,0,1,1,0,0,2,33.33,1,0,10,0,1
458,1725898281.90725,2024-09-09T18:11:21.907Z,1398.963,1,,76,2,1,2,1,NN16,3,4,Gly,Bee,Butterfly,Fly,Bee,Butterfly,1,1,1,1,3,3,1,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Bee: correct,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,-2,,,1,2,3,1,1,1,3,2,2,,,27,40,89,2,1,1,1,1,19,13,15,6,0,2,1,21,4,3,24,11,8,14,9,1,5,24,6,8,7,4,5,2,3,21,15,2,6,6,8,7,4,2,7,2,8,5,10,8,12,2,2,4,4,31,94,11,32,100,98,9,100,69,97,13,100,29,98,99,100,60,7,2,2,3,2,2,2,1,2,2,3,2,2,2,1,1,1,1,1,1,2,No,2,84,None,1398.963,426.91608,1316.32458,1,0,273.071556091309,812.385365009308,539.313808917999,103.828797798157,320.138793210983,1,0,0,1,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,0,1,1,3,50,0,4,1,0,0
433,1725897875.83572,2024-09-09T18:04:35.836Z,1851.627,1,,27,2,1,2,1,ST4,9,8,ant,bug,spider,spider,ant,caterpilla,1,3,4,1,1,1,3,2,4,Ant: incorrect,Ant: incorrect,Ant: incorrect,Beetle: correct,Bee: correct,Wasp: incorrect,5,2,1,1,1,1,1,1,1,1,4,4,1,5,1,-2,,,1,1,3,1,1,1,3,2,2,,,73,67,48,2,1,1,1,1,44,65,70,49,17,63,45,42,57,10,77,50,45,58,24,46,48,52,48,16,53,55,38,36,9,55,52,48,36,22,42,40,47,50,30,25,27,50,42,22,52,51,50,47,25,85,91,36,29,48,68,67,88,83,86,32,19,20,67,66,60,83,4,5,1,4,2,2,2,1,2,2,5,2,2,1,1,1,1,1,1,1,1,no,1,85,no,1851.627,426.91608,1316.32458,1,0,1266.65506792068,1495.05690288544,228.40183496476,103.828797798157,320.138793210983,1,1,1,0,1,5000.5,0,18-29,1,1,0,0,0,23.5,5000.5,0,0,0,1,1,0,2,33.33,1,1,5,0,0
474,1725898421.46779,2024-09-09T18:13:41.468Z,1344.101,1,,80,1,1,1,1,NG9,3,2,Spider,Bee,Fly,Fly,Spider,Bee,1,4,4,1,5,3,3,2,4,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,2,2,2,2,2,2,2,2,1,3,1,1,3,2,-2,,,1,2,3,1,2,1,1,2,3,,,83,66,70,2,2,1,1,1,21,23,25,24,22,37,18,27,29,19,82,73,75,79,71,25,18,39,39,32,19,16,19,27,27,58,73,65,66,57,23,24,32,26,28,14,14,29,21,21,43,44,43,50,42,80,78,80,73,77,67,84,94,85,96,58,66,65,59,97,83,88,6,4,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,No,2,72,Interesting survey,1344.101,426.91608,1316.32458,1,0,317.896871089935,812.119846105576,494.222975015641,103.828797798157,320.138793210983,1,0,0,1,0,1250.5,0,60+,0,0,0,0,1,60,1250.5,0,0,1,1,1,0,3,50,2,4,3,0,0
467,1725898390.8934,2024-09-09T18:13:10.893Z,1394.883,1,,52,1,1,2,1,NR8,7,5,Bee,Butterfly,Ant,Bee,Butterfly,Ant,1,4,3,5,5,3,3,2,2,I don’t know: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,2,4,2,2,2,2,2,2,2,1,3,4,3,,,,,5,2,1,2,1,1,2,3,3,3,,,55,51,48,1,1,1,1,1,45,54,55,55,47,27,22,27,46,11,56,49,53,49,46,39,46,47,47,30,25,3,37,44,10,48,47,48,52,30,35,42,32,44,30,3,3,3,43,3,41,42,42,43,46,48,52,32,38,59,55,45,100,82,100,38,54,45,56,89,69,46,4,2,2,5,2,2,2,1,1,2,7,1,2,2,2,2,2,2,2,2,2,No,2,68,I wish there had been questions about butterflies!!!,1394.883,426.91608,1316.32458,1,0,272.39847612381,680.155079126358,407.756603002548,103.828797798157,320.138793210983,1,0,1,0,1,2750.5,0,45-60,0,0,0,1,0,52.5,2750.5,0,0,1,1,1,1,4,66.67,2,1,5,0,1
430,1725897868.83231,2024-09-09T18:04:28.832Z,1959.601,1,,34,2,1,2,1,NW1,9,9,good,nice,cute,bee,butterfly,fly,1,5,5,4,2,1,1,4,2,Wasp: correct,Bee: incorrect,Ant: incorrect,Ant: incorrect,Wasp: incorrect,Bee: correct,5,4,1,1,1,1,1,1,1,1,5,5,2,,,,1000,,1,2,2,1,2,1,1,1,2,,,98,98,98,1,1,1,1,1,2,12,4,7,6,11,7,8,9,12,9,11,12,12,7,8,7,8,8,2,1,2,3,2,5,3,6,5,6,3,4,1,1,3,2,2,3,1,4,3,1,3,3,4,4,97,97,98,97,95,97,98,98,99,98,98,97,100,98,93,97,97,7,6,2,3,1,1,1,1,1,1,5,1,1,2,2,2,2,2,1,2,2,no,1,98,ok,1959.601,426.91608,1316.32458,1,0,1549.08404994011,1687.07903504372,137.99498510361,103.828797798157,320.138793210983,1,1,1,0,1,6001,0,30-44,1,0,1,0,0,37,6001,1,0,0,0,0,1,2,33.33,0,0,1000,0,1
469,1725898401.14759,2024-09-09T18:13:21.148Z,1667.34,1,,50,1,1,2,14,NG8,4,7,Bug,Flying,Colourful,Butterfly,Bee,Grasshoppe,1,5,5,1,5,3,3,2,4,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,2,1,1,1,2,1,1,1,1,3,5,3,,,,,2,2,1,1,1,1,2,2,2,1,,,15,87,50,1,1,1,1,1,21,37,54,25,18,85,69,48,65,0,100,81,77,68,4,0,0,9,56,0,59,8,50,52,4,85,64,68,58,0,3,3,2,49,0,0,0,38,39,3,21,20,49,51,3,0,100,29,22,100,100,78,100,91,100,77,93,24,65,100,89,15,3,2,2,2,2,2,1,1,2,2,5,1,2,2,2,2,2,2,2,2,2,No,2,69,The sliding scale was very difficult to move,1667.34,426.91608,1316.32458,1,0,258.610983133316,672.904857158661,414.293874025345,103.828797798157,320.138793210983,1,0,0,0,0,3750.5,0,45-60,1,0,0,1,0,52.5,3750.5,0,0,1,1,1,0,3,50,2,0,2,0,1
464,1725898384.26696,2024-09-09T18:13:04.267Z,1878.635,1,,58,2,1,1,1,SY11,5,8,Bees,Butterflies,Wasps,Bees,Butterflie,Wasps,1,5,4,1,4,3,1,2,2,Ant: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,Bee: correct,5,2,1,1,1,1,1,1,1,1,5,5,1,2,1,-2,,,3,3,3,1,1,3,3,2,3,,,79,99,53,1,1,1,1,1,11,42,4,3,8,6,3,4,7,4,46,50,4,3,16,7,25,6,4,13,2,2,3,5,5,41,45,8,8,5,16,9,7,10,7,5,1,7,8,2,46,47,11,9,5,93,98,27,41,96,94,85,100,100,99,72,96,58,98,100,100,91,6,4,1,3,1,2,2,1,1,2,4,2,2,2,2,2,2,2,2,2,2,I have a hard job seeing wasps as beneficial as they only cause me problems when I am eating outdoors.,2,98,No further comments.,1878.635,426.91608,1316.32458,1,0,172.21217918396,1339.35515809059,1167.14297890663,103.828797798157,320.138793210983,1,0,0,0,1,5000.5,0,45-60,0,0,0,1,0,52.5,5000.5,0,1,1,0,1,1,4,66.67,0,0,2,0,1
460,1725898357.86839,2024-09-09T18:12:37.868Z,1937.432,1,,26,2,1,2,1,HG1,7,5,noisy,irritating,bothersome,ant,fly,spider,1,1,5,1,3,3,1,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Bee: correct,5,2,1,1,1,1,1,2,1,1,5,5,3,,,,,200,2,1,2,1,1,1,2,1,1,,,23,81,77,1,1,1,1,2,90,83,37,42,41,35,31,30,42,60,92,81,80,73,70,73,72,68,90,78,8,5,9,14,2,78,80,74,74,69,11,8,13,14,16,17,11,14,18,11,60,50,37,27,76,12,94,68,56,78,88,4,97,92,91,3,91,87,87,88,77,37,5,3,4,5,2,2,1,2,2,2,4,1,1,1,1,1,2,2,2,2,2,A rather complicated survey to be honest,2,38,Please get a company to compile your next survey...It was way too complicated.,1937.432,426.91608,1316.32458,1,0,592.633746862411,1382.25967001915,789.625923156739,103.828797798157,320.138793210983,1,0,1,0,1,2750.5,0,18-29,0,1,0,0,0,23.5,2750.5,0,0,1,0,1,1,3,50,0,0,200,0,0
470,1725898405.92643,2024-09-09T18:13:25.926Z,2031.812,1,,53,1,3,1,4,SA44,6,3,Bite,Sting,Pain,Bee,Wasp,Fly,1,5,5,1,3,3,3,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,4,4,1,1,1,1,1,1,1,1,5,5,3,,,,,0,3,1,1,1,1,2,3,2,3,,,20,23,87,1,1,1,1,1,5,3,15,15,8,78,13,11,3,11,100,93,74,15,79,0,0,0,0,0,0,0,0,8,0,100,84,89,85,79,0,0,1,0,0,6,0,0,0,0,0,0,0,2,0,13,89,100,100,100,100,100,100,100,100,3,81,78,99,100,100,100,7,7,1,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,No,2,79,I hate wasps,2031.812,426.91608,1316.32458,1,0,279.809081077576,1198.3176150322,918.508533954624,103.828797798157,320.138793210983,1,0,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,0,1,1,1,1,4,66.67,0,0,0,0,1
476,1725898457.17454,2024-09-09T18:14:17.175Z,2242.021,1,,69,2,1,2,1,WA5,3,1,SPIDER,ANT,INFESTATION,spider,ant,cockroach,1,5,4,3,5,5,5,4,2,Beetle: incorrect,I don’t know: incorrect,I don’t know: incorrect,I don’t know: incorrect,Wasp: incorrect,Bee: correct,4,3,2,2,1,2,1,1,1,1,5,4,1,1,2,-2,,,3,2,3,3,1,3,3,2,3,,,89,90,91,1,1,1,1,1,19,50,11,8,55,5,50,3,5,6,6,50,12,9,49,5,49,4,3,50,3,50,8,6,50,18,50,12,16,50,11,50,6,11,50,5,39,8,9,50,13,50,13,12,50,100,100,10,7,85,97,23,100,73,100,15,68,36,62,94,92,91,4,2,1,3,2,2,2,1,2,2,4,1,1,1,2,2,2,2,2,2,2,n/a,1,92,n/a,2242.021,426.91608,1316.32458,1,0,303.567635059357,563.097633838654,259.529998779297,103.828797798157,320.138793210983,1,1,0,1,0,500,0,60+,0,0,0,0,1,60,500,0,0,0,0,0,1,1,16.67,0,1,1,0,1
431,1725897871.53928,2024-09-09T18:04:31.539Z,2905.101,1,,36,1,1,2,1,HG2,6,8,Moskit,biting,bothersome,Moskit,wasp,ladybird,1,5,5,4,5,3,5,2,3,Wasp: correct,I don’t know: incorrect,Beetle: correct,I don’t know: incorrect,Bee: correct,Beetle: correct,5,5,2,2,1,2,2,2,3,1,5,4,2,,,,10,,2,1,1,1,1,2,2,2,1,,,75,100,100,1,1,1,1,1,78,10,14,30,28,29,0,5,0,13,9,23,24,22,20,8,16,20,18,12,4,12,1,15,22,3,17,23,9,22,7,8,8,10,13,9,12,11,14,16,11,1,18,12,17,98,100,28,100,100,100,68,100,100,100,73,100,100,100,100,100,100,5,3,2,3,2,2,1,2,1,2,4,1,1,2,2,2,2,2,2,2,2,No,1,100,Thank you,2905.101,426.91608,1316.32458,1,0,1134.10546398163,1643.49518203735,509.38971805572,103.828797798157,320.138793210983,1,0,1,0,1,5000.5,0,30-44,0,0,1,0,0,37,5000.5,1,0,1,0,1,1,4,66.67,0,1,10,0,1
450,1725897906.57924,2024-09-09T18:05:06.579Z,6223.522,1,,38,1,1,2,1,bh12,8,4,insect,SMALL,ANNPOYING,ant,bee,caterpilla,1,2,3,4,3,3,3,2,4,Wasp: correct,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,4,2,2,2,2,2,2,2,2,1,2,4,1,5,1,-2,,,2,2,1,2,3,2,1,3,1,,,83,37,84,1,2,1,2,1,65,33,68,89,74,69,85,69,84,91,80,33,22,78,93,58,69,80,36,23,66,72,81,38,67,62,74,91,72,73,68,84,59,31,38,29,67,91,71,34,37,68,87,78,36,33,79,35,64,72,93,38,64,76,93,59,74,89,97,34,62,73,2,5,3,2,2,1,2,1,2,2,5,1,1,1,1,1,2,2,2,2,2,no,1,100,none,6223.522,426.91608,1316.32458,1,0,3109.3449409008,3727.959004879,618.6140639782,103.828797798157,320.138793210983,1,0,1,0,1,2250.5,0,30-44,1,0,1,0,0,37,2250.5,1,0,1,1,1,0,4,66.67,3,1,5,0,0
